temp[1],temp[2],tube_flowmeter[1],tube_flowmeter[2],tube_pressure[1],tube_pressure[2],tube_temp[1],tube_temp[2],anomaly
60.45,59.77,16.16,21.16,11.02,15.02,67.32,67.32,0
59.77,51.02,21.16,20.53,15.02,14.36,67.32,66.06,0
51.02,55.01,20.53,22.53,14.36,14.36,66.06,66.06,0
55.01,89.46,22.53,40.51,14.36,8.3,66.06,15.77,1
89.46,92.69,40.51,43.51,8.3,8.3,15.77,15.77,1
92.69,63.33,43.51,20.24,8.3,15.58,15.77,57.63,1
62.41,64.43,0.97,2.97,17.36,21.36,68.92,68.92,0
64.43,68.56,2.97,22.44,21.36,15.6,68.92,60.3,0
68.56,70.0,22.44,22.44,15.6,16.6,60.3,60.3,0
70.0,80.52,22.44,55.02,16.6,99.58,60.3,96.06,1
80.52,81.52,55.02,58.02,99.58,99.58,96.06,96.06,1
81.52,63.35,58.02,3.64,99.58,16.59,96.06,51.78,1
54.17,53.91,7.37,11.37,16.23,19.23,50.17,50.17,0
53.91,59.38,11.37,22.88,19.23,10.0,50.17,64.19,0
59.38,62.09,22.88,23.88,10.0,10.0,64.19,64.19,0
62.09,90.91,23.88,56.49,10.0,2.29,64.19,31.31,1
90.91,93.89,56.49,55.49,2.29,5.29,31.31,31.31,1
93.89,64.82,55.49,3.09,5.29,12.72,31.31,50.11,1
64.06,66.06,6.16,7.16,13.97,14.97,63.96,63.96,0
66.06,55.9,7.16,11.65,14.97,10.39,63.96,68.91,0
55.9,59.63,11.65,14.65,10.39,13.39,68.91,68.91,0
59.63,90.95,14.65,11.66,13.39,7.31,68.91,10.89,1
90.95,90.15,11.66,15.66,7.31,11.31,10.89,10.89,1
90.15,65.97,15.66,26.84,11.31,15.17,10.89,65.31,1
61.26,63.71,5.97,5.97,12.15,13.15,59.47,59.47,0
63.71,66.34,5.97,27.06,13.15,16.89,59.47,55.96,0
66.34,66.72,27.06,27.06,16.89,15.89,55.96,55.96,0
66.72,10.84,27.06,1.52,15.89,95.32,55.96,13.37,1
10.84,9.84,1.52,4.52,95.32,94.32,13.37,13.37,1
9.84,62.5,4.52,24.32,94.32,15.53,13.37,60.41,1
53.91,57.81,2.82,2.82,13.07,17.07,69.9,69.9,0
57.81,68.14,2.82,21.95,17.07,11.66,69.9,50.43,0
68.14,68.63,21.95,23.95,11.66,14.66,50.43,50.43,0
68.63,75.66,23.95,37.95,14.66,2.94,50.43,4.98,1
75.66,74.49,37.95,39.95,2.94,1.94,4.98,4.98,1
74.49,62.54,39.95,29.58,1.94,14.4,4.98,57.33,1
60.44,64.67,20.58,19.58,17.22,20.22,67.05,67.05,0
64.67,65.73,19.58,1.28,20.22,17.02,67.05,65.59,0
65.73,68.82,1.28,3.28,17.02,19.02,65.59,65.59,0
68.82,99.62,3.28,11.55,19.02,79.58,65.59,11.19,1
99.62,99.92,11.55,13.55,79.58,81.58,11.19,11.19,1
99.92,64.27,13.55,13.85,81.58,15.62,11.19,67.99,1
64.25,68.51,21.14,25.14,11.62,9.62,52.31,52.31,0
68.51,62.99,25.14,2.32,9.62,13.29,52.31,53.3,0
62.99,63.23,2.32,6.32,13.29,16.29,53.3,53.3,0
63.23,93.56,6.32,13.28,16.29,94.32,53.3,16.45,1
93.56,97.19,13.28,13.28,94.32,97.32,16.45,16.45,1
97.19,67.45,13.28,28.42,97.32,13.86,16.45,63.76,1
59.55,58.91,4.02,2.02,13.73,16.73,61.35,61.35,0
58.91,59.74,2.02,28.14,16.73,19.95,61.35,62.83,0
59.74,63.21,28.14,32.14,19.95,21.95,62.83,62.83,0
63.21,78.62,32.14,51.55,21.95,47.47,62.83,98.73,1
78.62,81.3,51.55,49.55,47.47,46.47,98.73,98.73,1
81.3,52.82,49.55,19.32,46.47,11.65,98.73,57.13,1
54.7,57.1,22.81,24.81,14.08,17.08,61.84,61.84,0
57.1,61.46,24.81,20.48,17.08,14.02,61.84,64.69,0
61.46,61.34,20.48,24.48,14.02,16.02,64.69,64.69,0
61.34,92.51,24.48,20.23,16.02,65.66,64.69,21.7,1
92.51,92.64,20.23,22.23,65.66,70.66,21.7,21.7,1
92.64,66.17,22.23,23.67,70.66,16.88,21.7,65.39,1
55.53,59.84,23.87,21.87,15.05,14.05,65.21,65.21,0
59.84,51.75,21.87,29.39,14.05,16.7,65.21,58.35,0
51.75,50.75,29.39,30.39,16.7,15.7,58.35,58.35,0
50.75,81.76,30.39,55.13,15.7,99.85,58.35,40.45,1
81.76,82.18,55.13,56.13,99.85,103.85,40.45,40.45,1
82.18,66.48,56.13,13.47,103.85,19.88,40.45,67.82,1
69.57,72.71,11.68,16.68,11.92,10.92,69.16,69.16,0
72.71,51.3,16.68,20.78,10.92,11.84,69.16,64.06,0
51.3,50.97,20.78,23.78,11.84,14.84,64.06,64.06,0
50.97,31.58,23.78,21.64,14.84,6.1,64.06,4.08,1
31.58,32.91,21.64,25.64,6.1,6.1,4.08,4.08,1
32.91,61.31,25.64,20.75,6.1,13.99,4.08,62.04,1
56.25,58.12,27.79,29.79,11.64,10.64,63.27,63.27,0
58.12,64.13,29.79,19.88,10.64,18.16,63.27,54.67,0
64.13,64.63,19.88,20.88,18.16,22.16,54.67,54.67,0
64.63,16.72,20.88,37.67,22.16,7.19,54.67,82.6,1
16.72,20.5,37.67,38.67,7.19,10.19,82.6,82.6,1
20.5,69.23,38.67,14.68,10.19,10.85,82.6,65.88,1
54.83,59.73,21.76,22.76,19.09,20.09,59.15,59.15,0
59.73,56.89,22.76,20.05,20.09,19.58,59.15,67.31,0
56.89,61.08,20.05,23.05,19.58,19.58,67.31,67.31,0
61.08,15.74,23.05,25.81,19.58,50.26,67.31,87.53,1
15.74,15.51,25.81,24.81,50.26,51.26,87.53,87.53,1
15.51,53.63,24.81,8.92,51.26,12.52,87.53,66.74,1
61.74,60.18,24.97,29.97,10.03,9.03,58.65,58.65,0
60.18,52.77,29.97,2.56,9.03,19.74,58.65,57.15,0
52.77,52.21,2.56,3.56,19.74,22.74,57.15,57.15,0
52.21,2.23,3.56,53.46,22.74,56.41,57.15,89.77,1
2.23,6.23,53.46,56.46,56.41,56.41,89.77,89.77,1
6.23,64.89,56.46,18.37,56.41,14.88,89.77,68.51,1
64.39,62.41,25.12,23.12,13.27,11.27,63.74,63.74,0
62.41,57.65,23.12,6.07,11.27,15.96,63.74,64.22,0
57.65,58.74,6.07,8.07,15.96,19.96,64.22,64.22,0
58.74,96.33,8.07,23.7,19.96,31.28,64.22,93.46,1
96.33,98.99,23.7,28.7,31.28,30.28,93.46,93.46,1
98.99,54.45,28.7,11.19,30.28,12.36,93.46,68.64,1
67.21,67.8,19.27,21.27,19.01,18.01,69.29,69.29,0
67.8,59.17,21.27,29.78,18.01,10.66,69.29,56.6,0
59.17,61.75,29.78,27.78,10.66,14.66,56.6,56.6,0
61.75,90.74,27.78,4.17,14.66,7.46,56.6,91.01,1
90.74,91.65,4.17,8.17,7.46,6.46,91.01,91.01,1
91.65,54.12,8.17,24.66,6.46,14.02,91.01,54.77,1
51.04,50.28,17.05,16.05,17.73,16.73,61.77,61.77,0
50.28,67.82,16.05,29.48,16.73,17.62,61.77,62.32,0
67.82,69.22,29.48,28.48,17.62,16.62,62.32,62.32,0
69.22,1.21,28.48,59.83,16.62,66.84,62.32,14.12,1
1.21,4.87,59.83,58.83,66.84,70.84,14.12,14.12,1
4.87,55.93,58.83,1.79,70.84,10.31,14.12,64.03,1
50.92,54.92,9.55,7.55,14.93,18.93,63.62,63.62,0
54.92,59.52,7.55,29.25,18.93,15.29,63.62,56.79,0
59.52,59.12,29.25,28.25,15.29,15.29,56.79,56.79,0
59.12,79.79,28.25,31.28,15.29,83.55,56.79,5.65,1
79.79,82.46,31.28,35.28,83.55,82.55,5.65,5.65,1
82.46,67.74,35.28,17.0,82.55,17.51,5.65,61.23,1
63.06,62.73,16.18,14.18,14.57,19.57,60.34,60.34,0
62.73,50.77,14.18,11.1,19.57,13.8,60.34,58.21,0
50.77,53.77,11.1,16.1,13.8,13.8,58.21,58.21,0
53.77,44.08,16.1,18.34,13.8,82.79,58.21,27.26,1
44.08,43.08,18.34,22.34,82.79,87.79,27.26,27.26,1
43.08,53.89,22.34,21.51,87.79,14.13,27.26,68.26,1
65.48,66.92,23.45,22.45,16.72,20.72,57.18,57.18,0
66.92,59.14,22.45,24.96,20.72,15.39,57.18,62.19,0
59.14,60.63,24.96,24.96,15.39,13.39,62.19,62.19,0
60.63,21.52,24.96,29.98,13.39,5.58,62.19,3.86,1
21.52,21.52,29.98,28.98,5.58,9.58,3.86,3.86,1
21.52,64.42,28.98,9.47,9.58,10.71,3.86,50.01,1
57.49,58.18,3.89,6.89,13.81,15.81,52.95,52.95,0
58.18,62.7,6.89,25.44,15.81,12.1,52.95,58.03,0
62.7,60.74,25.44,26.44,12.1,12.1,58.03,58.03,0
60.74,90.92,26.44,54.31,12.1,8.07,58.03,76.72,1
90.92,92.38,54.31,54.31,8.07,9.07,76.72,76.72,1
92.38,52.48,54.31,15.72,9.07,11.85,76.72,67.46,1
64.96,67.06,15.82,15.82,11.37,15.37,61.51,61.51,0
67.06,60.46,15.82,12.66,15.37,10.32,61.51,64.25,0
60.46,64.12,12.66,13.66,10.32,9.32,64.25,64.25,0
64.12,81.9,13.66,4.65,9.32,99.01,64.25,39.33,1
81.9,86.9,4.65,5.65,99.01,102.01,39.33,39.33,1
86.9,63.9,5.65,23.19,102.01,14.06,39.33,63.44,1
68.58,69.63,7.8,8.8,16.47,19.47,63.44,63.44,0
69.63,57.08,8.8,7.01,19.47,18.88,63.44,52.07,0
57.08,58.22,7.01,6.01,18.88,21.88,52.07,52.07,0
58.22,36.11,6.01,20.26,21.88,98.16,52.07,82.97,1
36.11,37.57,20.26,23.26,98.16,102.16,82.97,82.97,1
37.57,64.0,23.26,20.35,102.16,15.53,82.97,63.12,1
67.54,69.54,16.96,17.96,18.94,21.94,56.17,56.17,0
69.54,66.15,17.96,21.18,21.94,15.95,56.17,68.3,0
66.15,68.03,21.18,21.18,15.95,18.95,68.3,68.3,0
68.03,2.93,21.18,57.13,18.95,98.83,68.3,77.74,1
2.93,5.22,57.13,62.13,98.83,97.83,77.74,77.74,1
5.22,60.91,62.13,11.7,97.83,17.57,77.74,62.84,1
64.75,67.52,13.41,15.41,13.25,17.25,53.18,53.18,0
67.52,56.49,15.41,8.62,17.25,10.03,53.18,60.77,0
56.49,57.91,8.62,8.62,10.03,9.03,60.77,60.77,0
57.91,81.31,8.62,39.0,9.03,95.41,60.77,47.85,1
81.31,80.94,39.0,41.0,95.41,95.41,47.85,47.85,1
80.94,53.04,41.0,22.54,95.41,12.05,47.85,61.31,1
64.08,63.32,9.9,9.9,16.55,20.55,69.39,69.39,0
63.32,51.42,9.9,22.31,20.55,19.9,69.39,64.85,0
51.42,51.22,22.31,24.31,19.9,24.9,64.85,64.85,0
51.22,35.87,24.31,56.64,24.9,65.59,64.85,97.64,1
35.87,37.33,56.64,57.64,65.59,65.59,97.64,97.64,1
37.33,52.58,57.64,6.28,65.59,13.59,97.64,65.37,1
57.63,58.84,19.63,22.63,18.94,21.94,63.63,63.63,0
58.84,59.1,22.63,0.15,21.94,10.36,63.63,53.3,0
59.1,59.44,0.15,4.15,10.36,13.36,53.3,53.3,0
59.44,79.92,4.15,36.85,13.36,5.12,53.3,77.72,1
79.92,82.86,36.85,38.85,5.12,9.12,77.72,77.72,1
82.86,62.81,38.85,23.24,9.12,17.13,77.72,53.3,1
69.85,72.47,11.2,14.2,14.47,14.47,56.07,56.07,0
72.47,59.99,14.2,22.06,14.47,14.41,56.07,61.21,0
59.99,59.35,22.06,25.06,14.41,14.41,61.21,61.21,0
59.35,24.88,25.06,14.33,14.41,5.92,61.21,99.68,1
24.88,24.59,14.33,13.33,5.92,6.92,99.68,99.68,1
24.59,69.14,13.33,25.38,6.92,19.4,99.68,58.02,1
57.04,57.24,16.83,16.83,10.23,13.23,68.63,68.63,0
57.24,53.86,16.83,15.97,13.23,16.8,68.63,50.7,0
53.86,54.74,15.97,13.97,16.8,16.8,50.7,50.7,0
54.74,3.08,13.97,9.25,16.8,9.92,50.7,17.38,1
3.08,7.19,9.25,7.25,9.92,13.92,17.38,17.38,1
7.19,67.32,7.25,22.22,13.92,19.2,17.38,68.76,1
68.9,69.72,8.39,9.39,11.73,11.73,68.44,68.44,0
69.72,60.04,9.39,11.92,11.73,16.06,68.44,60.33,0
60.04,60.39,11.92,15.92,16.06,15.06,60.33,60.33,0
60.39,89.8,15.92,48.35,15.06,59.96,60.33,95.96,1
89.8,90.55,48.35,48.35,59.96,58.96,95.96,95.96,1
90.55,52.43,48.35,2.25,58.96,10.45,95.96,60.12,1
54.2,53.2,5.09,9.09,15.48,14.48,54.27,54.27,0
53.2,68.08,9.09,22.53,14.48,16.11,54.27,54.88,0
68.08,69.1,22.53,22.53,16.11,17.11,54.88,54.88,0
69.1,93.94,22.53,50.74,17.11,88.09,54.88,83.33,1
93.94,95.97,50.74,54.74,88.09,87.09,83.33,83.33,1
95.97,63.03,54.74,8.74,87.09,10.71,83.33,53.29,1
52.99,55.3,23.89,21.89,18.3,16.3,62.13,62.13,0
55.3,57.4,21.89,10.6,16.3,12.6,62.13,61.39,0
57.4,59.4,10.6,12.6,12.6,15.6,61.39,61.39,0
59.4,99.71,12.6,46.76,15.6,77.46,61.39,47.21,1
99.71,102.54,46.76,47.76,77.46,77.46,47.21,47.21,1
102.54,51.18,47.76,20.56,77.46,18.05,47.21,58.07,1
54.81,56.38,7.5,8.5,14.13,13.13,57.1,57.1,0
56.38,52.37,8.5,2.58,13.13,13.04,57.1,53.36,0
52.37,54.66,2.58,4.58,13.04,15.04,53.36,53.36,0
54.66,47.62,4.58,27.61,15.04,8.56,53.36,75.48,1
47.62,51.62,27.61,25.61,8.56,8.56,75.48,75.48,1
51.62,69.97,25.61,4.53,8.56,13.32,75.48,62.48,1
66.95,66.86,18.65,16.65,13.99,16.99,58.79,58.79,0
66.86,53.31,16.65,22.47,16.99,10.98,58.79,68.55,0
53.31,54.88,22.47,26.47,10.98,15.98,68.55,68.55,0
54.88,0.89,26.47,22.67,15.98,33.77,68.55,9.1,1
0.89,1.41,22.67,24.67,33.77,38.77,9.1,9.1,1
1.41,54.33,24.67,12.71,38.77,15.35,9.1,62.68,1
65.1,66.03,22.11,23.11,12.47,13.47,63.49,63.49,0
66.03,69.05,23.11,24.12,13.47,18.66,63.49,53.9,0
69.05,69.56,24.12,26.12,18.66,17.66,53.9,53.9,0
69.56,88.04,26.12,14.84,17.66,32.15,53.9,92.54,1
88.04,92.31,14.84,19.84,32.15,36.15,92.54,92.54,1
92.31,59.41,19.84,28.81,36.15,18.95,92.54,67.52,1
51.93,51.29,8.77,10.77,17.08,15.08,57.12,57.12,0
51.29,50.61,10.77,29.72,15.08,15.12,57.12,60.98,0
50.61,50.57,29.72,32.72,15.12,20.12,60.98,60.98,0
50.57,14.48,32.72,17.31,20.12,8.81,60.98,26.97,1
14.48,16.27,17.31,20.31,8.81,7.81,26.97,26.97,1
16.27,68.02,20.31,19.27,7.81,16.25,26.97,68.19,1
61.07,61.65,1.84,1.84,18.44,22.44,51.79,51.79,0
61.65,55.03,1.84,24.1,22.44,13.42,51.79,53.87,0
55.03,55.88,24.1,25.1,13.42,18.42,53.87,53.87,0
55.88,97.99,25.1,11.32,18.42,74.45,53.87,76.12,1
97.99,96.25,11.32,16.32,74.45,73.45,76.12,76.12,1
96.25,52.21,16.32,24.34,73.45,16.71,76.12,60.96,1
50.84,50.43,29.19,28.19,14.95,13.95,56.95,56.95,0
50.43,57.22,28.19,7.16,13.95,17.25,56.95,59.18,0
57.22,58.51,7.16,9.16,17.25,17.25,59.18,59.18,0
58.51,89.63,9.16,7.19,17.25,1.28,59.18,7.36,1
89.63,88.58,7.19,6.19,1.28,1.28,7.36,7.36,1
88.58,54.5,6.19,20.17,1.28,17.71,7.36,58.12,1
66.65,68.65,5.57,5.57,14.43,14.43,55.8,55.8,0
68.65,69.7,5.57,11.42,14.43,12.2,55.8,58.58,0
69.7,68.7,11.42,11.42,12.2,12.2,58.58,58.58,0
68.7,39.33,11.42,50.06,12.2,8.34,58.58,36.85,1
39.33,39.09,50.06,49.06,8.34,9.34,36.85,36.85,1
39.09,51.55,49.06,1.46,9.34,17.29,36.85,58.69,1
64.18,67.84,12.5,15.5,11.73,14.73,59.36,59.36,0
67.84,58.25,15.5,9.01,14.73,13.49,59.36,65.37,0
58.25,60.88,9.01,8.01,13.49,15.49,65.37,65.37,0
60.88,27.73,8.01,18.79,15.49,8.52,65.37,43.91,1
27.73,27.29,18.79,19.79,8.52,11.52,43.91,43.91,1
27.29,67.13,19.79,1.7,11.52,18.84,43.91,67.42,1
56.4,57.9,9.94,10.94,13.63,15.63,66.18,66.18,0
57.9,50.82,10.94,13.92,15.63,12.93,66.18,56.4,0
50.82,51.46,13.92,13.92,12.93,11.93,56.4,56.4,0
51.46,2.41,13.92,59.43,11.93,31.89,56.4,19.57,1
2.41,3.23,59.43,63.43,31.89,32.89,19.57,19.57,1
3.23,66.92,63.43,22.91,32.89,17.95,19.57,58.81,1
57.14,55.18,6.37,8.37,16.87,19.87,64.72,64.72,0
55.18,66.25,8.37,27.03,19.87,16.92,64.72,62.31,0
66.25,69.25,27.03,28.03,16.92,16.92,62.31,62.31,0
69.25,91.79,28.03,20.34,16.92,62.91,62.31,87.33,1
91.79,92.72,20.34,20.34,62.91,63.91,87.33,87.33,1
92.72,63.86,20.34,10.2,63.91,11.46,87.33,55.41,1
57.04,57.26,19.65,21.65,17.75,15.75,53.2,53.2,0
57.26,51.43,21.65,9.32,15.75,16.1,53.2,59.07,0
51.43,49.72,9.32,8.32,16.1,20.1,59.07,59.07,0
49.72,93.18,8.32,35.1,20.1,2.57,59.07,42.54,1
93.18,93.1,35.1,39.1,2.57,5.57,42.54,42.54,1
93.1,68.47,39.1,28.41,5.57,12.11,42.54,58.16,1
57.82,61.42,16.27,20.27,19.1,23.1,54.07,54.07,0
61.42,53.52,20.27,28.84,23.1,10.83,54.07,53.16,0
53.52,55.38,28.84,28.84,10.83,9.83,53.16,53.16,0
55.38,14.27,28.84,59.54,9.83,96.4,53.16,96.69,1
14.27,16.2,59.54,58.54,96.4,95.4,96.69,96.69,1
16.2,66.61,58.54,6.91,95.4,13.43,96.69,57.23,1
67.2,67.35,21.33,20.33,17.64,21.64,68.88,68.88,0
67.35,53.1,20.33,28.02,21.64,19.11,68.88,53.43,0
53.1,55.2,28.02,28.02,19.11,20.11,53.43,53.43,0
55.2,38.9,28.02,4.47,20.11,5.17,53.43,4.87,1
38.9,37.9,4.47,8.47,5.17,6.17,4.87,4.87,1
37.9,50.69,8.47,2.51,6.17,19.27,4.87,62.98,1
50.54,51.82,12.78,16.78,19.03,22.03,60.85,60.85,0
51.82,57.46,16.78,8.29,22.03,13.77,60.85,59.24,0
57.46,55.99,8.29,11.29,13.77,12.77,59.24,59.24,0
55.99,48.23,11.29,25.24,12.77,83.26,59.24,32.75,1
48.23,47.49,25.24,29.24,83.26,87.26,32.75,32.75,1
47.49,53.56,29.24,17.68,87.26,14.59,32.75,51.83,1
69.3,70.78,24.78,26.78,10.58,9.58,63.98,63.98,0
70.78,52.35,26.78,23.98,9.58,13.88,63.98,57.29,0
52.35,55.84,23.98,22.98,13.88,14.88,57.29,57.29,0
55.84,93.45,22.98,53.69,14.88,33.36,57.29,14.74,1
93.45,94.96,53.69,57.69,33.36,37.36,14.74,14.74,1
94.96,65.12,57.69,19.42,37.36,16.3,14.74,68.92,1
69.49,72.81,7.05,8.05,17.42,18.42,68.34,68.34,0
72.81,69.26,8.05,1.19,18.42,19.36,68.34,57.52,0
69.26,71.75,1.19,6.19,19.36,21.36,57.52,57.52,0
71.75,42.61,6.19,30.01,21.36,8.34,57.52,84.48,1
42.61,43.73,30.01,30.01,8.34,8.34,84.48,84.48,1
43.73,53.35,30.01,20.65,8.34,13.24,84.48,62.42,1
57.74,56.71,25.93,27.93,18.11,21.11,67.5,67.5,0
56.71,61.59,27.93,11.07,21.11,19.65,67.5,60.89,0
61.59,62.75,11.07,16.07,19.65,18.65,60.89,60.89,0
62.75,89.67,16.07,42.89,18.65,58.47,60.89,88.86,1
89.67,92.67,42.89,46.89,58.47,60.47,88.86,88.86,1
92.67,67.6,46.89,26.98,60.47,15.21,88.86,65.72,1
65.36,69.79,27.01,31.01,13.0,18.0,64.09,64.09,0
69.79,60.64,31.01,11.21,18.0,19.92,64.09,54.44,0
60.64,59.47,11.21,11.21,19.92,19.92,54.44,54.44,0
59.47,82.29,11.21,54.71,19.92,8.27,54.44,11.84,1
82.29,80.6,54.71,58.71,8.27,10.27,11.84,11.84,1
80.6,54.67,58.71,22.44,10.27,13.06,11.84,51.86,1
58.9,58.85,3.14,8.14,19.6,17.6,62.46,62.46,0
58.85,57.46,8.14,26.0,17.6,14.75,62.46,51.59,0
57.46,59.81,26.0,31.0,14.75,13.75,51.59,51.59,0
59.81,7.44,31.0,53.24,13.75,77.52,51.59,86.63,1
7.44,6.87,53.24,54.24,77.52,76.52,86.63,86.63,1
6.87,55.73,54.24,22.05,76.52,11.89,86.63,69.85,1
60.43,63.76,3.66,1.66,19.03,24.03,64.72,64.72,0
63.76,69.89,1.66,6.21,24.03,11.73,64.72,69.07,0
69.89,70.88,6.21,4.21,11.73,10.73,69.07,69.07,0
70.88,76.55,4.21,8.24,10.73,0.89,69.07,3.24,1
76.55,76.39,8.24,12.24,0.89,4.89,3.24,3.24,1
76.39,66.54,12.24,29.57,4.89,19.02,3.24,55.49,1
56.45,58.55,2.67,3.67,13.65,12.65,55.41,55.41,0
58.55,51.65,3.67,17.81,12.65,13.05,55.41,59.32,0
51.65,53.16,17.81,22.81,13.05,17.05,59.32,59.32,0
53.16,36.31,22.81,14.19,17.05,39.69,59.32,36.2,1
36.31,36.63,14.19,18.19,39.69,42.69,36.2,36.2,1
36.63,59.61,18.19,20.66,42.69,11.54,36.2,58.48,1
65.26,63.78,18.85,18.85,11.81,10.81,51.82,51.82,0
63.78,60.53,18.85,20.83,10.81,10.4,51.82,65.51,0
60.53,63.18,20.83,23.83,10.4,10.4,65.51,65.51,0
63.18,33.03,23.83,19.4,10.4,45.47,65.51,3.89,1
33.03,35.08,19.4,23.4,45.47,47.47,3.89,3.89,1
35.08,55.86,23.4,9.27,47.47,10.69,3.89,55.37,1
62.67,63.87,16.82,19.82,12.37,12.37,64.52,64.52,0
63.87,61.76,19.82,22.65,12.37,12.63,64.52,65.68,0
61.76,63.13,22.65,26.65,12.63,16.63,65.68,65.68,0
63.13,79.13,26.65,31.4,16.63,48.49,65.68,77.57,1
79.13,80.33,31.4,33.4,48.49,47.49,77.57,77.57,1
80.33,61.14,33.4,11.18,47.49,11.64,77.57,66.64,1
58.85,58.43,13.19,17.19,11.15,13.15,66.84,66.84,0
58.43,67.1,17.19,27.68,13.15,13.04,66.84,60.03,0
67.1,66.21,27.68,29.68,13.04,13.04,60.03,60.03,0
66.21,39.72,29.68,25.64,13.04,83.02,60.03,79.2,1
39.72,43.02,25.64,24.64,83.02,82.02,79.2,79.2,1
43.02,61.71,24.64,2.55,82.02,11.55,79.2,69.45,1
69.04,67.62,2.7,0.7,12.17,16.17,50.33,50.33,0
67.62,55.57,0.7,11.53,16.17,15.26,50.33,59.61,0
55.57,54.84,11.53,13.53,15.26,20.26,59.61,59.61,0
54.84,90.03,13.53,51.35,20.26,99.2,59.61,76.62,1
90.03,89.95,51.35,53.35,99.2,98.2,76.62,76.62,1
89.95,60.45,53.35,28.26,98.2,14.68,76.62,57.33,1
50.83,49.87,18.06,22.06,14.81,16.81,50.41,50.41,0
49.87,64.7,22.06,21.48,16.81,17.85,50.41,55.79,0
64.7,66.74,21.48,25.48,17.85,17.85,55.79,55.79,0
66.74,32.85,25.48,56.2,17.85,7.17,55.79,97.99,1
32.85,36.37,56.2,60.2,7.17,7.17,97.99,97.99,1
36.37,69.52,60.2,0.05,7.17,13.37,97.99,68.13,1
61.25,64.74,12.33,15.33,14.72,18.72,63.7,63.7,0
64.74,63.27,15.33,21.18,18.72,19.75,63.7,65.35,0
63.27,64.0,21.18,20.18,19.75,23.75,65.35,65.35,0
64.0,76.88,20.18,53.63,23.75,1.57,65.35,82.91,1
76.88,78.88,53.63,58.63,1.57,2.57,82.91,82.91,1
78.88,67.95,58.63,28.77,2.57,10.61,82.91,65.88,1
59.99,61.5,27.78,31.78,16.33,18.33,67.43,67.43,0
61.5,50.16,31.78,18.76,18.33,12.86,67.43,65.55,0
50.16,51.22,18.76,20.76,12.86,17.86,65.55,65.55,0
51.22,30.48,20.76,25.95,17.86,74.66,65.55,39.91,1
30.48,30.86,25.95,26.95,74.66,75.66,39.91,39.91,1
30.86,59.04,26.95,3.41,75.66,16.2,39.91,50.59,1
50.29,52.06,26.3,29.3,16.44,15.44,50.76,50.76,0
52.06,55.48,29.3,6.54,15.44,11.67,50.76,67.28,0
55.48,55.94,6.54,8.54,11.67,14.67,67.28,67.28,0
55.94,78.85,8.54,54.31,14.67,61.71,67.28,36.5,1
78.85,80.57,54.31,53.31,61.71,62.71,36.5,36.5,1
80.57,63.61,53.31,18.77,62.71,16.6,36.5,50.09,1
67.45,71.19,12.97,14.97,17.19,19.19,58.63,58.63,0
71.19,56.04,14.97,12.53,19.19,15.83,58.63,61.75,0
56.04,58.73,12.53,12.53,15.83,15.83,61.75,61.75,0
58.73,94.12,12.53,2.44,15.83,6.1,61.75,85.97,1
94.12,97.73,2.44,2.44,6.1,10.1,85.97,85.97,1
97.73,55.76,2.44,0.84,10.1,15.82,85.97,61.29,1
52.58,55.58,9.29,12.29,10.84,10.84,52.16,52.16,0
55.58,61.86,12.29,0.88,10.84,11.61,52.16,69.24,0
61.86,64.86,0.88,0.88,11.61,10.61,69.24,69.24,0
64.86,30.11,0.88,58.98,10.61,2.15,69.24,80.96,1
30.11,28.63,58.98,61.98,2.15,1.15,80.96,80.96,1
28.63,59.32,61.98,6.29,1.15,14.0,80.96,59.18,1
63.24,63.55,7.7,11.7,13.94,15.94,51.25,51.25,0
63.55,69.76,11.7,19.69,15.94,17.79,51.25,68.87,0
69.76,70.72,19.69,18.69,17.79,15.79,68.87,68.87,0
70.72,84.15,18.69,7.14,15.79,5.64,68.87,94.37,1
84.15,85.11,7.14,7.14,5.64,6.64,94.37,94.37,1
85.11,59.28,7.14,29.27,6.64,15.24,94.37,55.57,1
55.01,58.62,18.18,17.18,11.07,10.07,65.28,65.28,0
58.62,55.93,17.18,15.4,10.07,15.79,65.28,51.42,0
55.93,57.79,15.4,17.4,15.79,20.79,51.42,51.42,0
57.79,14.37,17.4,51.2,20.79,7.4,51.42,77.91,1
14.37,15.05,51.2,55.2,7.4,5.4,77.91,77.91,1
15.05,59.99,55.2,2.9,5.4,14.93,77.91,57.79,1
68.65,68.68,17.85,16.85,11.73,14.73,68.97,68.97,0
68.68,54.71,16.85,20.15,14.73,18.12,68.97,60.0,0
54.71,55.71,20.15,22.15,18.12,16.12,60.0,60.0,0
55.71,99.11,22.15,8.16,16.12,3.23,60.0,95.47,1
99.11,99.11,8.16,9.16,3.23,3.23,95.47,95.47,1
99.11,64.21,9.16,16.25,3.23,13.74,95.47,51.59,1
51.0,52.56,25.59,24.59,15.06,16.06,59.16,59.16,0
52.56,62.88,24.59,16.23,16.06,10.03,59.16,68.39,0
62.88,66.19,16.23,16.23,10.03,14.03,68.39,68.39,0
66.19,21.04,16.23,32.76,14.03,4.57,68.39,35.74,1
21.04,23.78,32.76,32.76,4.57,6.57,35.74,35.74,1
23.78,53.76,32.76,9.71,6.57,10.7,35.74,61.43,1
65.89,67.77,23.31,22.31,18.91,21.91,64.17,64.17,0
